Carabus_serratus-Btray-Y2018-NEON.BET.D09.003068-NEON.BET.D09.003900                                           => True: 13 , DINO: 13 , Check?: 0, Merge?: 0
Pasimachus_californicus-Atray-Y2022-NEON.BET.D06.008719-NEON.BET.D06.008780                                    => True: N/A, DINO: 22 , Check?: 0, Merge?: 0
Sphaeroderus_canadensis-Btray-Y2018-NEON.BET.D07.003317-NEON.BET.D07.005631                                    => True: 23 , DINO: 23 , Check?: 0, Merge?: 0
Anisodactylus_similis-Atray-Y2019-NEON.BET.D17.001483-NEON.BET.D17.001590                                      => True: 42 , DINO: 42 , Check?: 0, Merge?: 0
Cymindis_cribricollis-Atray-Y2021-NEON.BET.D12.001518-NEON.BET.D12.001575                                      => True: 51 , DINO: 51 , Check?: 0, Merge?: 0
Poecilus_lucublandus-Btray-Y2021-NEON.BET.D02.010092-NEON.BET.D02.011885                                       => True: 23 , DINO: 23 , Check?: 0, Merge?: 0
Harpalus_spadiceus-Btray-Y2022-NEON.BET.D07.012282-NEON.BET.D07.012478                                         => True: 12 , DINO: 12 , Check?: 0, Merge?: 0
Synuchus_impunctatus-Btray-Y2018-NEON.BET.D05.005160-NEON.BET.D05.005189                                       => True: 27 , DINO: 27 , Check?: 0, Merge?: 0
Harpalus_opacipennis-Atray-Y2018-NEON.BET.D12.000214-NEON.BET.D12.000389                                       => True: 60 , DINO: 60 , Check?: 0, Merge?: 0
Pasimachus_punctulatus-Atray-Y2019-NEON.BET.D07.005847-NEON.BET.D07.006525                                     => True: 18 , DINO: 18 , Check?: 0, Merge?: 0
Scaphinotus_oreophilus-Atray-Y2018-NEON.BET.D17.000483-NEON.BET.D17.000820                                     => True: 28 , DINO: 28 , Check?: 0, Merge?: 0
Chlaenius_aestivus-Atray-Y2019-NEON.BET.D02.008230-NEON.BET.D02.008292                                         => True: 57 , DINO: 57 , Check?: 0, Merge?: 0
Amara_carinata-Btray-Y2019-NEON.BET.D10.010758-NEON.BET.D10.012093                                             => True: 33 , DINO: 33 , Check?: 0, Merge?: 0
Pterostichus_acutipes-Btray-Y2019-NEON.BET.D07.007899-NEON.BET.D07.008078                                      => True: 15 , DINO: 15 , Check?: 0, Merge?: 0
Amara_quenseli-Btray-Y2022-NEON.BET.D13.002943-NEON.BET.D13.003140                                             => True: 30 , DINO: 30 , Check?: 0, Merge?: 0
Poecilus_lucublandus-Btray-Y2022-NEON.BET.D09.007885-NEON.BET.D09.008805                                       => True: 11 , DINO: 11 , Check?: 0, Merge?: 0
Pterostichus_mutus-Btray-Y2019-NEON.BET.D05.006154-NEON.BET.D05.006198                                         => True: 13 , DINO: 13 , Check?: 0, Merge?: 0
Carabus_truncaticollis-Atray-Y2018-NEON.BET.D18.000739-NEON.BET.D18.000869                                     => True: 64 , DINO: 64 , Check?: 0, Merge?: 0
Cyclotrachelus_torvus-Btray-Y2018-NEON.BET.D09.002752-NEON.BET.D09.003765                                      => True: 27 , DINO: 27 , Check?: 0, Merge?: 0
Pterostichus_novus-Atray-Y2021-NEON.BET.D05.008390-NEON.BET.D05.008458                                         => True: 43 , DINO: 43 , Check?: 0, Merge?: 0
Pterostichus_protractus-Btray-Y2020-NEON.BET.D10.013285-NEON.BET.D10.013525                                    => True: 23 , DINO: 23 , Check?: 0, Merge?: 0
Poecilus_lucublandus-Btray-Y2018-NEON.BET.D02.005658-NEON.BET.D02.005695                                       => True: 15 , DINO: 15 , Check?: 0, Merge?: 0
Synuchus_impunctatus-Atray-Y2019-NEON.BET.D05.005603-NEON.BET.D05.005670                                       => True: 65 , DINO: 65 , Check?: 0, Merge?: 0
Harpalus_pensylvanicus-Atray-Y2019-NEON.BET.D06.005901-NEON.BET.D06.006132                                     => True: 37 , DINO: 37 , Check?: 0, Merge?: 0
Dicaelus_dilatatus-Btray-Y2022-NEON.BET.D02.011958-NEON.BET.D02.13422                                          => True: N/A, DINO: 16 , Check?: 0, Merge?: 0
Pterostichus_tristis-Atray-Y2018-NEON.BET.D01.003226-NEON.BET.D01.003731                                       => True: 43 , DINO: 43 , Check?: 0, Merge?: 0
Pterostichus_coracinus-Atray-Y2021-NEON.BET.D05.007643-NEON.BET.D05.008149                                     => True: 70 , DINO: 70 , Check?: 0, Merge?: 0
Pterostichus_melanarius-Btray-Y2018-NEON.BET.D09.003453-NEON.BET.D09.003898                                    => True: 30 , DINO: 30 , Check?: 0, Merge?: 0
Pasimachus_elongatus-Atray-Y2017-NEON.BET.D09.002571-NEON.BET.D09.002588                                       => True: 15 , DINO: 15 , Check?: 0, Merge?: 0
Pterostichus_permundus-Btray-Y2019-NEON.BET.D06.005993-NEON.BET.D06.006136                                     => True: 20 , DINO: 20 , Check?: 0, Merge?: 0
Carabus_goryi-Atray-Y2022-NEON.BET.D07.011999-NEON.BET.D07.012127                                              => True: 44 , DINO: 44 , Check?: 0, Merge?: 0
Pterostichus_lachrymosus-Atray-Y2021-NEON.BET.D07.009638-NEON.BET.D07.011881                                   => True: 66 , DINO: 66 , Check?: 0, Merge?: 0
Pasimachus_californicus-Atray-Y2022-NEON.BET.D06.008491-NEON.BET.D06.008573                                    => True: 25 , DINO: 25 , Check?: 0, Merge?: 0
Chlaenius_aestivus-Atray-Y2018-NEON.BET.D02.006618-NEON.BET.D02.006674                                         => True: 50 , DINO: 50 , Check?: 0, Merge?: 0
Cyclotrachelus_torvus-Btray-Y2015-NEON.BET.D10.003201-NEON.BET.D10.004172                                      => True: 18 , DINO: 18 , Check?: 0, Merge?: 0
Carabus_goryi-Atray-Y2019-NEON.BET.D07.007318-NEON.BET.D07.007468                                              => True: 37 , DINO: 37 , Check?: 0, Merge?: 0
Cyclotrachelus_torvus-Btray-Y2020-NEON.BET.D09.006304-NEON.BET.D09.006430                                      => True: 28 , DINO: 28 , Check?: 0, Merge?: 0
Pterostichus_coracinus-Btray-Y2019-NEON.BET.D01.004754-NEON.BET.D01.005283                                     => True: 26 , DINO: 26 , Check?: 0, Merge?: 0
Pasimachus_elongatus-Btray-Y2022-NEON.BET.D06.008687-NEON.BET.D06.008781                                       => True: 13 , DINO: 13 , Check?: 0, Merge?: 0
Pasimachus_elongatus-Atray-Y2020-NEON.BET.D10.012508-NEON.BET.D10.012629                                       => True: 36 , DINO: 36 , Check?: 0, Merge?: 0
Amara_carinata-Atray-Y2014-NEON.BET.D10.000968-NEON.BET.D10.001766                                             => True: 72 , DINO: 72 , Check?: 0, Merge?: 0
Dicaelus_purpuratus-Btray-Y2018-NEON.BET.D06.002907-NEON.BET.D06.003130                                        => True: 10 , DINO: 10 , Check?: 0, Merge?: 0
Carabus_goryi-Atray-Y2021-NEON.BET.D07.009707-NEON.BET.D07.009818                                              => True: 48 , DINO: 48 , Check?: 0, Merge?: 0
Carabus_goryi-Atray-Y2022-NEON.BET.D07.012423-NEON.BET.D07.012555                                              => True: 42 , DINO: 42 , Check?: 0, Merge?: 0
Pterostichus_melanarius-Btray-Y2020-NEON.BET.D05.007174-NEON.BET.D05.007491                                    => True: 42 , DINO: 42 , Check?: 0, Merge?: 0
Harpalus_opacipennis-Atray-Y2019-NEON.BET.D12.000696-NEON.BET.D12.001230                                       => True: 48 , DINO: 48 , Check?: 0, Merge?: 0
Pterostichus_restrictus-Btray-Y2020-NEON.BET.D13.002368-NEON.BET.D13.002554                                    => True: 23 , DINO: 23 , Check?: 0, Merge?: 0
Harpalus_pensylvanicus-Btray-Y2017-NEON.BET.D09.002368-NEON.BET.D09.002446                                     => True: 11 , DINO: 11 , Check?: 0, Merge?: 0
Chlaenius_emarginatus-Btray-Y2022-NEON.BET.D07.012334-NEON.BET.D07.013470                                      => True: 15 , DINO: 15 , Check?: 0, Merge?: 0
Cyclotrachelus_freitagi-Btray-Y2019-NEON.BET.D07.005708-NEON.BET.D07.007911                                    => True: 19 , DINO: 19 , Check?: 0, Merge?: 0
Amara_quenseli-Atray-Y2018-NEON.BET.D15.000463-NEON.BET.D15.000559                                             => True: N/A, DINO: 74 , Check?: 0, Merge?: 0
Pterostichus_tristis-Btray-Y2019-NEON.BET.D01.005137-NEON.BET.D01.005189                                       => True: 26 , DINO: 26 , Check?: 0, Merge?: 0
Harpalus_opacipennis-Btray-Y2021-NEON.BET.D09.007438-NEON.BET.D09.007831                                       => True: 36 , DINO: 36 , Check?: 0, Merge?: 0
Discoderus_robustus-Atray-Y2018-NEON.BET.D14.000866-NEON.BET.D14.001013                                        => True: 77 , DINO: 77 , Check?: 0, Merge?: 0
Pterostichus_novus-Atray-Y2019-NEON.BET.D05.005357-NEON.BET.D05.005410                                         => True: 48 , DINO: 48 , Check?: 0, Merge?: 0
Pterostichus_lama-Atray-Y2019-NEON.BET.D17.000867-NEON.BET.D17.001306                                          => True: 36 , DINO: 36 , Check?: 0, Merge?: 0
Calosoma_affine-Atray-Y2019-NEON.BET.D06.005688-NEON.BET.D06.006084                                            => True: 40 , DINO: 40 , Check?: 0, Merge?: 0
Pterostichus_pensylvanicus-Atray-Y2018-NEON.BET.D01.003365-NEON.BET.D01.004329                                 => True: 69 , DINO: 69 , Check?: 0, Merge?: 0
Dicaelus_dilatatus-Atray-Y2019-NEON.BET.D02.007333-NEON.BET.D02.008586                                         => True: 18 , DINO: 18 , Check?: 0, Merge?: 0
Pterostichus_trinarius-Btray-Y2021-NEON.BET.D02.011621-NEON.BET.D02.011649                                     => True: 28 , DINO: 28 , Check?: 0, Merge?: 0
Carabus_sylvosus-Btray-Y2018-NEON.BET.D05.004274-NEON.BET.D05.004571                                           => True: 15 , DINO: 15 , Check?: 0, Merge?: 0
Cymindis_neglecta-Atray-Y2020-NEON.BET.D01.006198-NEON.BET.D01.006247                                          => True: 31 , DINO: 31 , Check?: 0, Merge?: 0
Sphaeroderus_stenostomus-Btray-Y2022-NEON.BET.D05.008711-NEON.BET.D05.009174                                   => True: 17 , DINO: 17 , Check?: 0, Merge?: 0
Cymindis_cribricollis-Atray-Y2021-NEON.BET.D01.006986-NEON.BET.D01.007078                                      => True: 76 , DINO: 76 , Check?: 0, Merge?: 0
Calathus_advena-Btray-Y2018-NEON.BET.D13.001524-NEON.BET.D13.001967                                            => True: 35 , DINO: 35 , Check?: 0, Merge?: 0
Pterostichus_mutus-Atray-Y2021-NEON.BET.D05.007728-NEON.BET.D05.008389                                         => True: 51 , DINO: 51 , Check?: 0, Merge?: 0
Dicaelus_furvus-Btray-Y2015-NEON.BET.D06.000025-NEON.BET.D06.000886                                            => True: 23 , DINO: 23 , Check?: 0, Merge?: 0
Harpalus_pensylvanicus-Atray-Y2018-NEON.BET.D06.003788-NEON.BET.D06.0033989                                    => True: 48 , DINO: 48 , Check?: 0, Merge?: 0
Pasimachus_sublaevis-Atray-Y2019-NEON.BET.D03.002496-NEON.BET.D03.002651                                       => True: 15 , DINO: 16 , Check?: 0, Merge?: 1
Pasimachus_californicus-Atray-Y2019-NEON.BET.D06.004635-NEON.BET.D06.004682                                    => True: 19 , DINO: 19 , Check?: 0, Merge?: 0
Pterostichus_lachrymosus-Atray-Y2021-NEON.BET.D07.009232-NEON.BET.D07.011194                                   => True: 68 , DINO: 68 , Check?: 0, Merge?: 0
Pterostichus_lachrymosus-Btray-Y2022-NEON.BET.D01.008935-NEON.BET.D01.008959                                   => True: 18 , DINO: 18 , Check?: 0, Merge?: 0
Pterostichus_lachrymosus-Btray-Y2020-NEON.BET.D07.009346-NEON.BET.D07.009372                                   => True: 16 , DINO: 16 , Check?: 0, Merge?: 0
Carabus_goryi-Atray-Y2018-NEON.BET.D07.003751-NEON.BET.D07.003955                                              => True: 55 , DINO: 55 , Check?: 0, Merge?: 0
Pterostichus_melanarius-Btray-Y2018-NEON.BET.D09.003901-NEON.BET.D09.004125                                    => True: 10 , DINO: 10 , Check?: 0, Merge?: 0
Chlaenius_aestivus-Atray-Y2022-NEON.BET.D02.011905-NEON.BET.D02.13493                                          => True: 55 , DINO: 55 , Check?: 0, Merge?: 0
Calosoma_calidum-Btray-Y2020-NEON.BET.D09.005719-NEON.BET.D09.006670                                           => True: 16 , DINO: 16 , Check?: 0, Merge?: 0
Pasimachus_californicus-Atray-Y2020-NEON.BET.D06.006295-NEON.BET.D06.006406                                    => True: 30 , DINO: 30 , Check?: 0, Merge?: 0
Pterostichus_novus-Atray-Y2018-NEON.BET.D05.004655-NEON.BET.D05.004871                                         => True: 51 , DINO: 51 , Check?: 0, Merge?: 0
Agonum_placidum-Atray-Y2015-NEON.BET.D10.003585-NEON.BET.D10.004496                                            => True: 50 , DINO: 50 , Check?: 0, Merge?: 0
Pasimachus_californicus-Atray-Y2022-NEON.BET.D06.008370-NEON.BET.D06.008674                                    => True: 35 , DINO: 35 , Check?: 0, Merge?: 0
Dicaelus_teter-Btray-Y2020-NEON.BET.D07.009137-NEON.BET.D07.009424                                             => True: 12 , DINO: 12 , Check?: 0, Merge?: 0
Dicaelus_furvus-Btray-Y2019-NEON.BET.D02.008593-NEON.BET.D02.008609                                            => True: 13 , DINO: 13 , Check?: 0, Merge?: 0
Cyclotrachelus_constrictus-Btray-Y2021-NEON.BET.D10.013468-NEON.BET.D10.014763                                 => True: 11 , DINO: 11 , Check?: 0, Merge?: 0
Pterostichus_pumilus-Btray-Y2018-NEON.BET.D16.000690-NEON.BET.D16.001269                                       => True: 10 , DINO: 10 , Check?: 0, Merge?: 0
Platynus_decentis-Btray-Y2021-NEON.BET.D07.009710-NEON.BET.D07.011408                                          => True: 18 , DINO: 18 , Check?: 0, Merge?: 0
Pterostichus_tristis-Atray-Y2018-NEON.BET.D07.004697-NEON.BET.D07.005374                                       => True: 23 , DINO: 23 , Check?: 0, Merge?: 0
Amara_obesa-Btray-Y2019-NEON.BET.D09.004811-NEON.BET.D09.005580                                                => True: 21 , DINO: 21 , Check?: 0, Merge?: 0
Omus_dejeanii-Atray-Y2019-NEON.BET.D16.002503-NEON.BET.D16.003114                                              => True: 38 , DINO: 38 , Check?: 0, Merge?: 0
Carabus_truncaticollis-Atray-Y2019-NEON.BET.D18.001503-NEON.BET.D18.001553                                     => True: 43 , DINO: 43 , Check?: 0, Merge?: 0
Galerita_bicolor-Atray-Y2018-NEON.BET.D07.004048-NEON.BET.D07.004739                                           => True: 32 , DINO: 32 , Check?: 0, Merge?: 0
Amara_hyperborea-Btray-Y2018-NEON.BET.D19.000467-NEON.BET.D19.000566                                           => True: 15 , DINO: 15 , Check?: 0, Merge?: 0
Calosoma_frigidum-Btray-Y2018-NEON.BET.D05.004542-NEON.BET.D05.004555                                          => True: 11 , DINO: 11 , Check?: 0, Merge?: 0
Chlaenius_aestivus-Atray-Y2021-NEON.BET.D02.011139-NEON.BET.D02.011204                                         => True: 61 , DINO: 61 , Check?: 0, Merge?: 0
Pterostichus_lama-Atray-Y2019-NEON.BET.D16.001919-NEON.BET.D16.001971                                          => True: 31 , DINO: 31 , Check?: 0, Merge?: 0
Cymindis_cribricollis-Btray-Y2020-NEON.BET.D01.006175-NEON.BET.D01.006194                                      => True: 15 , DINO: 15 , Check?: 0, Merge?: 0
Pterostichus_restrictus-Btray-Y2022-NEON.BET.D10.015523-NEON.BET.D10.015863                                    => True: 14 , DINO: 14 , Check?: 0, Merge?: 0
Tetracha_virginica-Btray-Y2021-NEON.BET.D06.007447-NEON.BET.D06.008024                                         => True: 21 , DINO: 21 , Check?: 0, Merge?: 0
Zacotus_matthewsii-Atray-Y2018-NEON.BET.D16.000797-NEON.BET.D16.001770                                         => True: 88 , DINO: 88 , Check?: 0, Merge?: 0
Sphaeroderus_stenostomus-Btray-Y2020-NEON.BET.D07.009079-NEON.BET.D07.009494                                   => True: N/A, DINO: 5  , Check?: 0, Merge?: 0
Pasimachus_elongatus-Atray-Y2022-NEON.BET.D10.014699-NEON.BET.D10.016231                                       => True: 37 , DINO: 37 , Check?: 0, Merge?: 0
Pterostichus_ordinarius-Atray-Y2018-NEON.BET.D17.000409-NEON.BET.D17.000553                                    => True: 63 , DINO: 63 , Check?: 0, Merge?: 0
Pasimachus_sublaevis-Atray-Y2019-NEON.BET.D03.002311-NEON.BET.D03.002425                                       => True: 36 , DINO: 36 , Check?: 0, Merge?: 0
Amara_quenseli-Btray-Y2019-NEON.BET.D13.002083-NEON.BET.D13.002350                                             => True: N/A, DINO: 15 , Check?: 0, Merge?: 0
Pterostichus_stygicus-Btray-Y2018-NEON.BET.D02.005714-NEON.BET.D02.005776                                      => True: 12 , DINO: 12 , Check?: 0, Merge?: 0
Poecilus_lucublandus-Btray-Y2019-NEON.BET.D02.007748-NEON.BET.D02.008803                                       => True: 20 , DINO: 20 , Check?: 0, Merge?: 0
Pterostichus_coracinus-Atray-Y2018-NEON.BET.D05.003837-NEON.BET.D05.004686                                     => True: 56 , DINO: 56 , Check?: 0, Merge?: 0
Pasimachus_punctulatus-Btray-Y2017-NEON.BET.D07.002092-NEON.BET.D07.002879                                     => True: N/A, DINO: 10 , Check?: 0, Merge?: 0
Cymindis_neglecta-Btray-Y2018-NEON.BET.D01.003148-NEON.BET.D01.004333                                          => True: 30 , DINO: 30 , Check?: 0, Merge?: 0
Brachinus_alternans-Btray-Y2021-NEON.BET.D08.003338-NEON.BET.D08.0003476                                       => True: 20 , DINO: 20 , Check?: 0, Merge?: 0
Dicaelus_teter-Btray-Y2021-NEON.BET.D07.008196-NEON.BET.D07.011911                                             => True: 27 , DINO: 27 , Check?: 0, Merge?: 0
Pterostichus_coracinus-Atray-Y2018-NEON.BET.D07.003539-NEON.BET.D07.005336                                     => True: 38 , DINO: 38 , Check?: 0, Merge?: 0
Dicaelus_dilatatus-Atray-Y2018-NEON.BET.D07.003786-NEON.BET.D07.005135                                         => True: 21 , DINO: 21 , Check?: 0, Merge?: 0
Pterostichus_lama-Atray-Y2019-NEON.BET.D17.001307-NEON.BET.D17.001783                                          => True: 23 , DINO: 23 , Check?: 0, Merge?: 0
Pasimachus_punctulatus-Atray-Y2019-NEON.BET.D07.005846-NEON.BET.D07.007041                                     => True: 24 , DINO: 24 , Check?: 0, Merge?: 0
Pasimachus_punctulatus-Atray-Y2021-NEON.BET.D07.011123-NEON.BET.D07.011543                                     => True: 24 , DINO: 26 , Check?: 0, Merge?: 1
Galerita_bicolor-Atray-Y2019-NEON.BET.D07.006327-NEON.BET.D07.007938                                           => True: 36 , DINO: 36 , Check?: 0, Merge?: 0
Synuchus_impunctatus-Btray-Y2018-NEON.BET.D01.004269-NEON.BET.D01.004294                                       => True: 24 , DINO: 24 , Check?: 0, Merge?: 0
Synuchus_impunctatus-Atray-Y2021-NEON.BET.D05.007753-NEON.BET.D05.008575                                       => True: 65 , DINO: 65 , Check?: 0, Merge?: 0
Pterostichus_lama-Atray-Y2021-NEON.BET.D17.002287-NEON.BET.D17.002314                                          => True: 20 , DINO: 20 , Check?: 0, Merge?: 0
Brachinus_alternans-Atray-Y2020-NEON.BET.D06.006138-NEON.BET.D06.006290                                        => True: 51 , DINO: 51 , Check?: 0, Merge?: 0
Pterostichus_lachrymosus-Btray-Y2018-NEON.BET.D01.003315-NEON.BET.D01.003329                                   => True: 14 , DINO: 14 , Check?: 0, Merge?: 0
Pterostichus_rostratus-Atray-Y2019-NEON.BET.D01.005271-NEON.BET.D01.005336                                     => True: 47 , DINO: 47 , Check?: 0, Merge?: 0
Pterostichus_lachrymosus-Btray-Y2022-NEON.BET.D07.012588-NEON.BET.D07.013797                                   => True: 13 , DINO: 13 , Check?: 0, Merge?: 0
Pasimachus_californicus-Atray-Y2022-NEON.BET.D11.003028-NEON.BET.D11.003056                                    => True: 29 , DINO: 29 , Check?: 0, Merge?: 0
Pterostichus_tristis-Btray-Y2020-NEON.BET.D01.005879-NEON.BET.D01.006342                                       => True: 28 , DINO: 28 , Check?: 0, Merge?: 0
Dicaelus_dilatatus-Atray-Y2018-NEON.BET.D07.003396-NEON.BET.D07.005946                                         => True: 22 , DINO: 22 , Check?: 0, Merge?: 0
Dicaelus_dilatatus-Btray-Y2021-NEON.BET.D02.010627-NEON.BET.D02.010763                                         => True: 23 , DINO: 23 , Check?: 0, Merge?: 0
Pterostichus_rostratus-Btray-Y2022-NEON.BET.D01.008527-NEON.BET.D01.008724                                     => True: 15 , DINO: 15 , Check?: 0, Merge?: 0
Amphasia_sericea-Btray-Y2021-NEON.BET.D02.010241-NEON.BET.D02.010282                                           => True: 20 , DINO: 20 , Check?: 0, Merge?: 0
Pasimachus_elongatus-Atray-Y2015-NEON.BET.D06.000674-NEON.BET.D06.000725                                       => True: 36 , DINO: 36 , Check?: 0, Merge?: 0
Pasimachus_elongatus-Atray-Y2018-NEON.BET.D10.007691-NEON.BET.D10.008814                                       => True: 21 , DINO: 21 , Check?: 0, Merge?: 0
Pterostichus_serripes-Atray-Y2019-NEON.BET.D17.001274-NEON.BET.D17.001781                                      => True: 34 , DINO: 35 , Check?: 0, Merge?: 1
Synuchus_impunctatus-Btray-Y2022-NEON.BET.D01.009077-NEON.BET.D01.009109                                       => True: 28 , DINO: 28 , Check?: 0, Merge?: 0
Pasimachus_californicus-Atray-Y2015-NEON.BET.D11.000300-NEON.BET.D11.000382                                    => True: 25 , DINO: 25 , Check?: 0, Merge?: 0
Pterostichus_permundus-Atray-Y2019-NEON.BET.D06.004283-NEON.BET.D06.006102                                     => True: 36 , DINO: 36 , Check?: 0, Merge?: 0
Omus_dejeanii-Atray-Y2019-NEON.BET.D16.002475-NEON.BET.D16.003122                                              => True: 32 , DINO: 32 , Check?: 0, Merge?: 0
Poecilus_lucublandus-Btray-Y2020-NEON.BET.D09.005727-NEON.BET.D09.006293                                       => True: 12 , DINO: 12 , Check?: 0, Merge?: 0
Cyclotrachelus_fucatus-Btray-Y2022-NEON.BET.D07.012079-NEON.BET.D07.013880                                     => True: 14 , DINO: 14 , Check?: 0, Merge?: 0
Pterostichus_lama-Atray-Y2020-NEON.BET.D16.003337-NEON.BET.D16.003473                                          => True: 27 , DINO: 27 , Check?: 0, Merge?: 0
Poecilus_lucublandus-Btray-Y2018-NEON.BET.D02.005662-NEON.BET.D02.005696                                       => True: 20 , DINO: 20 , Check?: 0, Merge?: 0
Calathus_advena-Btray-Y2020-NEON.BET.D10.002402-NEON.BET.D10.013518                                            => True: N/A, DINO: 30 , Check?: 0, Merge?: 0
Pasimachus_elongatus-Atray-Y2019-NEON.BET.D10.011250-NEON.BET.D10.011364                                       => True: 32 , DINO: 32 , Check?: 0, Merge?: 0
Pasimachus_elongatus-Atray-Y2018-NEON.BET.D10.008529-NEON.BET.D10.008939                                       => True: 28 , DINO: 28 , Check?: 0, Merge?: 0
Pterostichus_tristis-Atray-Y2018-NEON.BET.D01.003438-NEON.BET.D01.003725                                       => True: 53 , DINO: 53 , Check?: 0, Merge?: 0
Scarites_subterraneus-Btray-Y2019-NEON.BET.D06.005733-NEON.BET.D06.006041                                      => True: 23 , DINO: 23 , Check?: 0, Merge?: 0
Chlaenius_aestivus-Atray-Y2021-NEON.BET.D02.009916-NEON.BET.D02.009956                                         => True: 37 , DINO: 37 , Check?: 0, Merge?: 0
Chlaenius_aestivus-Btray-Y2021-NEON.BET.D02.011205-NEON.BET.D02.011233                                         => True: 27 , DINO: 27 , Check?: 0, Merge?: 0
Pasimachus_elongatus-Atray-Y2020-NEON.BET.D10.011185-NEON.BET.D10.013384                                       => True: 21 , DINO: 21 , Check?: 0, Merge?: 0
Platynus_decentis-Btray-Y2018-NEON.BET.D05.003817-NEON.BET.D05.004614                                          => True: 30 , DINO: 30 , Check?: 0, Merge?: 0
Cicindela_punctulata-Atray-Y2019-NEON.BET.D10.010993-NEON.BET.D10.012091                                       => True: N/A, DINO: 34 , Check?: 0, Merge?: 0
Chlaenius_tomentosus-Btray-Y2022-NEON.BET.D06.008080-NEON.BET.D06.008787                                       => True: 12 , DINO: 12 , Check?: 0, Merge?: 0
Calathus_advena-Atray-Y2019-NEON.BET.D10.012053-NEON.BET.D10.012488                                            => True: N/A, DINO: 44 , Check?: 0, Merge?: 0
Amara_alpina-Btray-Y2018-NEON.BET.D13.001532-NEON.BET.D13.001972                                               => True: 18 , DINO: 18 , Check?: 0, Merge?: 0
Pterostichus_melanarius-Btray-Y2020-NEON.BET.D09.005817-NEON.BET.D09.006686                                    => True: N/A, DINO: 12 , Check?: 0, Merge?: 0
Pterostichus_rostratus-Atray-Y2018-NEON.BET.D07.003382-NEON.BET.D07.005493                                     => True: 29 , DINO: 29 , Check?: 0, Merge?: 0
Pterostichus_tristis-Atray-Y2019-NEON.BET.D01.004999-NEON.BET.D01.005057                                       => True: 53 , DINO: 53 , Check?: 0, Merge?: 0
Poecilus_lucublandus-Btray-Y2019-NEON.BET.D02.007328-NEON.BET.D02.009019                                       => True: 33 , DINO: 33 , Check?: 0, Merge?: 0
Pterostichus_herculaneus-Btray-Y2019-NEON.BET.D16.002026-NEON.BET.D16.002902                                   => True: 13 , DINO: 14 , Check?: 0, Merge?: 1
Carabus_goryi-Atray-Y2019-NEON.BET.D07.008013-NEON.BET.D07.008139                                              => True: 38 , DINO: 38 , Check?: 0, Merge?: 0
Synuchus_impunctatus-Atray-Y2018-NEON.BET.D05.005190-NEON.BET.D05.005263                                       => True: 63 , DINO: 63 , Check?: 0, Merge?: 0
Pterostichus_herculaneus-Atray-Y2022-NEON.BET.D16.004331-NEON.BET.D16.004859                                   => True: 43 , DINO: 43 , Check?: 0, Merge?: 0
Pterostichus_tristis-Atray-Y2022-NEON.BET.D01.008090-NEON.BET.D01.009053                                       => True: 39 , DINO: 39 , Check?: 0, Merge?: 0
Pasimachus_elongatus-Atray-Y2018-NEON.BET.D10.007900-NEON.BET.D10.007986                                       => True: 29 , DINO: 29 , Check?: 0, Merge?: 0
Cyclotrachelus_sigillatus-Btray-Y2021-NEON.BET.D02.011469-NEON.BET.D02.011498                                  => True: 29 , DINO: 29 , Check?: 0, Merge?: 0
Sphaeroderus_stenostomus-Atray-Y2019-NEON.BET.D07.006408-NEON.BET.D07.007776                                   => True: N/A, DINO: 59 , Check?: 0, Merge?: 0
Calosoma_affine-Atray-Y2020-NEON.BET.D06.007199-NEON.BET.D06.007319                                            => True: 24 , DINO: 24 , Check?: 0, Merge?: 0
Anisodactylus_haplomus-Btray-Y2022-NEON.BET.D11.002407-NEON.BET.D11.002650                                     => True: 14 , DINO: 14 , Check?: 0, Merge?: 0
Pterostichus_restrictus-Atray-Y2020-NEON.BET.D10.002397-NEON.BET.D10.013504                                    => True: N/A, DINO: 46 , Check?: 0, Merge?: 0
Cyclotrachelus_convivus-Btray-Y2020-NEON.BET.D08.003012-NEON.BET.D08.003057                                    => True: 21 , DINO: 21 , Check?: 0, Merge?: 0
Brachinus_alternans-Atray-Y2018-NEON.BET.D06.002943-NEON.BET.D06.003472                                        => True: 65 , DINO: 65 , Check?: 0, Merge?: 0
Anisodactylus_merula-Btray-Y2018-NEON.BET.D11.001300-NEON.BET.D11.001418                                       => True: 14 , DINO: 14 , Check?: 0, Merge?: 0
Carabus_nemoralis-Btray-Y2018-NEON.BET.D05.004253-NEON.BET.D05.004270                                          => True: 14 , DINO: 14 , Check?: 0, Merge?: 0
Carabus_sylvosus-Btray-Y2020-NEON.BET.D07.008987-NEON.BET.D07.009249                                           => True: 7  , DINO: 7  , Check?: 0, Merge?: 0
Pasimachus_elongatus-Atray-Y2021-NEON.BET.D06.007586-NEON.BET.D06.008032                                       => True: 27 , DINO: 27 , Check?: 0, Merge?: 0
Carabus_taedatus-Btray-Y2022-NEON.BET.D13.002695-NEON.BET.D13.002783                                           => True: 15 , DINO: 15 , Check?: 0, Merge?: 0
Poecilus_lucublandus-Atray-Y2018-NEON.BET.D09.003303-NEON.BET.D09.003581                                       => True: 33 , DINO: 33 , Check?: 0, Merge?: 0
Cyclotrachelus_sigillatus-Btray-Y2021-NEON.BET.D02.010030-NEON.BET.D02.010954                                  => True: 16 , DINO: 16 , Check?: 0, Merge?: 0
